fornamn,efternamn,parti,valkrets,riksdagsstatus,fodelsear,kon,hemort,person_url_xml,bild_url_80
Azadeh,Rojhan,S,Stockholms län,Tjänstgörande riksdagsledamot,1986,kvinna,,https://data.riksdagen.se/person/c325b529-3455-44a2-acd2-597698b321a6,https://data.riksdagen.se/filarkiv/bilder/ledamot/c325b529-3455-44a2-acd2-597698b321a6_80.jpg
Denis,Begic,S,Örebro län,Tjänstgörande riksdagsledamot,1970,man,,https://data.riksdagen.se/person/47705a06-b78d-469f-9ebe-8f7407607be6,https://data.riksdagen.se/filarkiv/bilder/ledamot/47705a06-b78d-469f-9ebe-8f7407607be6_80.jpg
Sofia,Amloh,S,Södermanlands län,Tjänstgörande riksdagsledamot,1986,kvinna,,https://data.riksdagen.se/person/359e75f3-519e-49d7-b155-ada488e621ea,https://data.riksdagen.se/filarkiv/bilder/ledamot/359e75f3-519e-49d7-b155-ada488e621ea_80.jpg
Michael,Rubbestad,SD,Örebro län,Tjänstgörande riksdagsledamot,1980,man,,https://data.riksdagen.se/person/6025366f-76b8-4664-a3ef-ea0864fc8365,https://data.riksdagen.se/filarkiv/bilder/ledamot/6025366f-76b8-4664-a3ef-ea0864fc8365_80.jpg
Kristoffer,Lindberg,S,Gävleborgs län,Tjänstgörande riksdagsledamot,1992,man,,https://data.riksdagen.se/person/9842d41a-513d-4030-9799-7a44b6d775ce,https://data.riksdagen.se/filarkiv/bilder/ledamot/9842d41a-513d-4030-9799-7a44b6d775ce_80.jpg
Arber,Gashi,S,Hallands län,Tjänstgörande riksdagsledamot,1994,man,,https://data.riksdagen.se/person/c643fdd9-746d-40da-9ee9-8aa25123e221,https://data.riksdagen.se/filarkiv/bilder/ledamot/c643fdd9-746d-40da-9ee9-8aa25123e221_80.jpg
Isak,From,S,Västerbottens län,Tjänstgörande riksdagsledamot,1967,man,,https://data.riksdagen.se/person/cebc9890-55f1-41ff-acc7-af2de3e4320e,https://data.riksdagen.se/filarkiv/bilder/ledamot/cebc9890-55f1-41ff-acc7-af2de3e4320e_80.jpg
Lars-Ingvar,Ljungman,M,Skåne läns södra,Tjänstgörande ersättare,1953,man,,https://data.riksdagen.se/person/27134d9f-49f1-4cb0-884a-1aab32a6d429,https://data.riksdagen.se/filarkiv/bilder/ledamot/27134d9f-49f1-4cb0-884a-1aab32a6d429_80.jpg
Oliver,Rosengren,M,Kronobergs län,Tjänstgörande riksdagsledamot,1992,man,,https://data.riksdagen.se/person/6dc591b2-0f19-47a8-a143-355f8490952f,https://data.riksdagen.se/filarkiv/bilder/ledamot/6dc591b2-0f19-47a8-a143-355f8490952f_80.jpg
Merit,Frost Lindberg,M,Stockholms kommun,Tjänstgörande statsrådsersättare,1973,kvinna,,https://data.riksdagen.se/person/20345589-95e2-4dc0-aec9-89a5c85d55dc,https://data.riksdagen.se/filarkiv/bilder/ledamot/20345589-95e2-4dc0-aec9-89a5c85d55dc_80.jpg
Malin,Höglund,M,Dalarnas län,Tjänstgörande riksdagsledamot,1969,kvinna,,https://data.riksdagen.se/person/90a36b36-2870-4c28-8df1-637a2eb12e8e,https://data.riksdagen.se/filarkiv/bilder/ledamot/90a36b36-2870-4c28-8df1-637a2eb12e8e_80.jpg
Thomas,Ragnarsson,M,Kronobergs län,Tjänstgörande riksdagsledamot,1970,man,,https://data.riksdagen.se/person/90b66947-2ca5-450f-a304-6e3d8af3dcb6,https://data.riksdagen.se/filarkiv/bilder/ledamot/90b66947-2ca5-450f-a304-6e3d8af3dcb6_80.jpg
Noria,Manouchi,M,Malmö kommun,Tjänstgörande riksdagsledamot,1991,kvinna,,https://data.riksdagen.se/person/2d211f58-34b9-44c9-b2f0-def45ed3e03c,https://data.riksdagen.se/filarkiv/bilder/ledamot/2d211f58-34b9-44c9-b2f0-def45ed3e03c_80.jpg
Marie,Olsson,S,Dalarnas län,Tjänstgörande riksdagsledamot,1967,kvinna,,https://data.riksdagen.se/person/f1f00905-525e-43fb-bbd2-e15aa3ff1be1,https://data.riksdagen.se/filarkiv/bilder/ledamot/f1f00905-525e-43fb-bbd2-e15aa3ff1be1_80.jpg
Agneta,Nilsson,S,Skåne läns västra,Tjänstgörande riksdagsledamot,1956,kvinna,,https://data.riksdagen.se/person/889d11ae-8749-46fa-b850-bf6aeeb8f1aa,https://data.riksdagen.se/filarkiv/bilder/ledamot/889d11ae-8749-46fa-b850-bf6aeeb8f1aa_80.jpg
Emma,Nohrén,MP,Göteborgs kommun,Tjänstgörande riksdagsledamot,1980,kvinna,,https://data.riksdagen.se/person/3dab7025-7152-4c7f-bd60-eb6a1de42c3b,https://data.riksdagen.se/filarkiv/bilder/ledamot/3dab7025-7152-4c7f-bd60-eb6a1de42c3b_80.jpg
Kajsa,Fredholm,V,Dalarnas län,Tjänstgörande riksdagsledamot,1961,kvinna,,https://data.riksdagen.se/person/c3c2df0f-3fa1-4a0a-8519-0043d858af2e,https://data.riksdagen.se/filarkiv/bilder/ledamot/c3c2df0f-3fa1-4a0a-8519-0043d858af2e_80.jpg
Jesper,Skalberg Karlsson,M,Gotlands län,Tjänstgörande riksdagsledamot,1993,man,,https://data.riksdagen.se/person/2f1a9d57-c488-4c8f-89cb-c1fb7e735170,https://data.riksdagen.se/filarkiv/bilder/ledamot/2f1a9d57-c488-4c8f-89cb-c1fb7e735170_80.jpg
Magnus,Oscarsson,KD,Östergötlands län,Tjänstgörande riksdagsledamot,1970,man,,https://data.riksdagen.se/person/0d218eb6-6294-4587-8abf-be0a351d7213,https://data.riksdagen.se/filarkiv/bilder/ledamot/0d218eb6-6294-4587-8abf-be0a351d7213_80.jpg
David,Perez,SD,Uppsala län,Tjänstgörande riksdagsledamot,1990,man,,https://data.riksdagen.se/person/c5cc2c67-3638-430e-bccb-a04db799a9f0,https://data.riksdagen.se/filarkiv/bilder/ledamot/c5cc2c67-3638-430e-bccb-a04db799a9f0_80.jpg
Mats,Persson,L,Skåne läns södra,Tjänstgörande riksdagsledamot,1980,man,,https://data.riksdagen.se/person/66fca0ac-0ebb-4bd0-b1e1-f34e223d2f1b,https://data.riksdagen.se/filarkiv/bilder/ledamot/66fca0ac-0ebb-4bd0-b1e1-f34e223d2f1b_80.jpg
Mats,Green,M,Jönköpings län,Tjänstgörande riksdagsledamot,1979,man,,https://data.riksdagen.se/person/d5c26045-6fd1-4c05-8f97-7195e1e324ff,https://data.riksdagen.se/filarkiv/bilder/ledamot/d5c26045-6fd1-4c05-8f97-7195e1e324ff_80.jpg
Ilona,Szatmári Waldau,V,Uppsala län,Tjänstgörande riksdagsledamot,1962,kvinna,,https://data.riksdagen.se/person/ffe5107b-dc51-4209-ae87-9eabf8fe014d,https://data.riksdagen.se/filarkiv/bilder/ledamot/ffe5107b-dc51-4209-ae87-9eabf8fe014d_80.jpg
Isabell,Mixter,V,Västernorrlands län,Tjänstgörande riksdagsledamot,1989,kvinna,,https://data.riksdagen.se/person/365adb89-478a-4061-880a-f1113e1267d7,https://data.riksdagen.se/filarkiv/bilder/ledamot/365adb89-478a-4061-880a-f1113e1267d7_80.jpg
Erik,Ottoson,M,Stockholms län,Tjänstgörande riksdagsledamot,1989,man,,https://data.riksdagen.se/person/0f90ef03-a652-45a1-b697-39a33b32e512,https://data.riksdagen.se/filarkiv/bilder/ledamot/0f90ef03-a652-45a1-b697-39a33b32e512_80.jpg
Anna-Caren,Sätherberg,S,Jämtlands län,Tjänstgörande riksdagsledamot,1964,kvinna,,https://data.riksdagen.se/person/c2917e84-a1f8-4de8-9c71-a492eee1f43f,https://data.riksdagen.se/filarkiv/bilder/ledamot/c2917e84-a1f8-4de8-9c71-a492eee1f43f_80.jpg
Joakim,Järrebring,S,Västra Götalands läns västra,Tjänstgörande riksdagsledamot,1976,man,,https://data.riksdagen.se/person/a6a8678d-8fe2-414c-9dc4-da76ad161d23,https://data.riksdagen.se/filarkiv/bilder/ledamot/a6a8678d-8fe2-414c-9dc4-da76ad161d23_80.jpg
Björn,Wiechel,S,Västerbottens län,Tjänstgörande riksdagsledamot,1983,man,,https://data.riksdagen.se/person/7ef75999-90a2-41af-a083-6dfd70e8e3e8,https://data.riksdagen.se/filarkiv/bilder/ledamot/7ef75999-90a2-41af-a083-6dfd70e8e3e8_80.jpg
Amanda,Palmstierna,MP,Stockholms län,Tjänstgörande riksdagsledamot,1977,kvinna,,https://data.riksdagen.se/person/d12313ba-680b-4784-b858-5c9e6db692e7,https://data.riksdagen.se/filarkiv/bilder/ledamot/d12313ba-680b-4784-b858-5c9e6db692e7_80.jpg
Jennie,Nilsson,S,Hallands län,Tjänstgörande riksdagsledamot,1972,kvinna,,https://data.riksdagen.se/person/4c6f215d-de3a-452d-83b5-f472b8668b7e,https://data.riksdagen.se/filarkiv/bilder/ledamot/4c6f215d-de3a-452d-83b5-f472b8668b7e_80.jpg
Anders,Ygeman,S,Stockholms kommun,Tjänstgörande riksdagsledamot,1970,man,,https://data.riksdagen.se/person/d7c3235d-83e4-11d4-ae60-0050040c9b55,https://data.riksdagen.se/filarkiv/bilder/ledamot/d7c3235d-83e4-11d4-ae60-0050040c9b55_80.jpg
Lorena,Delgado Varas,-,Stockholms kommun,Tjänstgörande riksdagsledamot,1974,kvinna,,https://data.riksdagen.se/person/d3874590-31fb-4743-8d55-2565df5ed8af,https://data.riksdagen.se/filarkiv/bilder/ledamot/d3874590-31fb-4743-8d55-2565df5ed8af_80.jpg
Ciczie,Weidby,V,Jönköpings län,Tjänstgörande riksdagsledamot,1974,kvinna,,https://data.riksdagen.se/person/b34f05f5-d73a-428c-88a1-4e112c650498,https://data.riksdagen.se/filarkiv/bilder/ledamot/b34f05f5-d73a-428c-88a1-4e112c650498_80.jpg
Helena,Gellerman,L,Västra Götalands läns västra,Tjänstgörande riksdagsledamot,1960,kvinna,,https://data.riksdagen.se/person/5e7c5792-d4ff-4d8e-999f-92e1a7af86f3,https://data.riksdagen.se/filarkiv/bilder/ledamot/5e7c5792-d4ff-4d8e-999f-92e1a7af86f3_80.jpg
Lars Mejern,Larsson,S,Värmlands län,Tjänstgörande riksdagsledamot,1965,man,,https://data.riksdagen.se/person/3badc18d-3c4a-4068-921a-b5fa8a9652d6,https://data.riksdagen.se/filarkiv/bilder/ledamot/3badc18d-3c4a-4068-921a-b5fa8a9652d6_80.jpg
Per-Arne,Håkansson,S,Skåne läns norra och östra,Tjänstgörande riksdagsledamot,1963,man,,https://data.riksdagen.se/person/0ba9f702-555f-419f-89fb-7e1234ae1171,https://data.riksdagen.se/filarkiv/bilder/ledamot/0ba9f702-555f-419f-89fb-7e1234ae1171_80.jpg
Anna,Vikström,S,Stockholms län,Tjänstgörande riksdagsledamot,1957,kvinna,,https://data.riksdagen.se/person/fb0337ec-a1b0-440e-b9b4-a48e99fd415c,https://data.riksdagen.se/filarkiv/bilder/ledamot/fb0337ec-a1b0-440e-b9b4-a48e99fd415c_80.jpg
Rose-Marie,Carlsson,S,Malmö kommun,Tjänstgörande riksdagsledamot,1954,kvinna,,https://data.riksdagen.se/person/cec58a3b-4801-40f0-8f41-1a4c0e301f88,https://data.riksdagen.se/filarkiv/bilder/ledamot/cec58a3b-4801-40f0-8f41-1a4c0e301f88_80.jpg
Johnny,Svedin,SD,Norrbottens län,Tjänstgörande riksdagsledamot,1969,man,,https://data.riksdagen.se/person/ac31f20a-3134-4fc2-9345-99131f4a2ec9,https://data.riksdagen.se/filarkiv/bilder/ledamot/ac31f20a-3134-4fc2-9345-99131f4a2ec9_80.jpg
Ulrika,Liljeberg,C,Dalarnas län,Tjänstgörande riksdagsledamot,1969,kvinna,,https://data.riksdagen.se/person/c9f2dae4-4f93-4363-98c6-c20adf4ba794,https://data.riksdagen.se/filarkiv/bilder/ledamot/c9f2dae4-4f93-4363-98c6-c20adf4ba794_80.jpg
Mats,Wiking,S,Västra Götalands läns norra,Tjänstgörande riksdagsledamot,1961,man,,https://data.riksdagen.se/person/d235dd08-8b15-4e31-aec7-b380a1c1ac0b,https://data.riksdagen.se/filarkiv/bilder/ledamot/d235dd08-8b15-4e31-aec7-b380a1c1ac0b_80.jpg
Andreas,Lennkvist Manriquez,V,Stockholms kommun,Tjänstgörande riksdagsledamot,1994,man,,https://data.riksdagen.se/person/edd967aa-9d04-4bc1-946a-708955b2a17d,https://data.riksdagen.se/filarkiv/bilder/ledamot/edd967aa-9d04-4bc1-946a-708955b2a17d_80.jpg
Mirja,Räihä,S,Stockholms kommun,Tjänstgörande riksdagsledamot,1959,kvinna,,https://data.riksdagen.se/person/04f42c2c-9467-4900-ae83-068c93492e09,https://data.riksdagen.se/filarkiv/bilder/ledamot/04f42c2c-9467-4900-ae83-068c93492e09_80.jpg
Åsa,Karlsson,S,Västerbottens län,Tjänstgörande riksdagsledamot,1973,kvinna,,https://data.riksdagen.se/person/317c6cc9-dcd5-4dcc-b275-9e17d973da4c,https://data.riksdagen.se/filarkiv/bilder/ledamot/317c6cc9-dcd5-4dcc-b275-9e17d973da4c_80.jpg
Eric,Palmqvist,SD,Norrbottens län,Tjänstgörande riksdagsledamot,1970,man,,https://data.riksdagen.se/person/fc3b3864-8e29-4fd4-ae65-fe387f3f6f4b,https://data.riksdagen.se/filarkiv/bilder/ledamot/fc3b3864-8e29-4fd4-ae65-fe387f3f6f4b_80.jpg
Malin,Larsson,S,Västernorrlands län,Tjänstgörande riksdagsledamot,1980,kvinna,,https://data.riksdagen.se/person/39523176-322e-469e-a754-3c46db2b0756,https://data.riksdagen.se/filarkiv/bilder/ledamot/39523176-322e-469e-a754-3c46db2b0756_80.jpg
Christian,Lindefjärd,SD,Stockholms län,Tjänstgörande riksdagsledamot,1976,man,,https://data.riksdagen.se/person/25d7a9da-bc5f-47b4-8de1-73a4a09ef5dc,https://data.riksdagen.se/filarkiv/bilder/ledamot/25d7a9da-bc5f-47b4-8de1-73a4a09ef5dc_80.jpg
Gunilla,Carlsson,S,Göteborgs kommun,Tjänstgörande riksdagsledamot,1966,kvinna,,https://data.riksdagen.se/person/11d950d5-e41f-4e94-af86-ae8a1996d81b,https://data.riksdagen.se/filarkiv/bilder/ledamot/11d950d5-e41f-4e94-af86-ae8a1996d81b_80.jpg
Staffan,Eklöf,SD,Jönköpings län,Tjänstgörande riksdagsledamot,1965,man,,https://data.riksdagen.se/person/5c165eb8-a2d3-4991-8732-430ea585d763,https://data.riksdagen.se/filarkiv/bilder/ledamot/5c165eb8-a2d3-4991-8732-430ea585d763_80.jpg
Lotta,Johnsson Fornarve,V,Södermanlands län,Tjänstgörande riksdagsledamot,1956,kvinna,,https://data.riksdagen.se/person/4468626c-27a1-46c7-b530-f346b70b753b,https://data.riksdagen.se/filarkiv/bilder/ledamot/4468626c-27a1-46c7-b530-f346b70b753b_80.jpg
Anna-Lena,Hedberg,SD,Dalarnas län,Tjänstgörande riksdagsledamot,1973,kvinna,,https://data.riksdagen.se/person/462f864f-60c8-4466-b12f-8066d7d8a001,https://data.riksdagen.se/filarkiv/bilder/ledamot/462f864f-60c8-4466-b12f-8066d7d8a001_80.jpg
Peder,Björk,S,Västernorrlands län,Tjänstgörande riksdagsledamot,1975,man,,https://data.riksdagen.se/person/b7a4d732-085d-41da-8a57-901bcf117edf,https://data.riksdagen.se/filarkiv/bilder/ledamot/b7a4d732-085d-41da-8a57-901bcf117edf_80.jpg
Kjell-Arne,Ottosson,KD,Värmlands län,Tjänstgörande riksdagsledamot,1975,man,,https://data.riksdagen.se/person/708eae46-00f3-433c-ba07-7129def782fb,https://data.riksdagen.se/filarkiv/bilder/ledamot/708eae46-00f3-433c-ba07-7129def782fb_80.jpg
Heléne,Björklund,S,Blekinge län,Tjänstgörande riksdagsledamot,1972,kvinna,,https://data.riksdagen.se/person/a4581b8d-78fd-41c1-a55d-7fe9ed93c878,https://data.riksdagen.se/filarkiv/bilder/ledamot/a4581b8d-78fd-41c1-a55d-7fe9ed93c878_80.jpg
Eva,Lindh,S,Östergötlands län,Tjänstgörande riksdagsledamot,1971,kvinna,,https://data.riksdagen.se/person/ee86b181-9f3b-4e03-8ef4-b96b1e79cd25,https://data.riksdagen.se/filarkiv/bilder/ledamot/ee86b181-9f3b-4e03-8ef4-b96b1e79cd25_80.jpg
Serkan,Köse,S,Stockholms län,Tjänstgörande riksdagsledamot,1976,man,,https://data.riksdagen.se/person/f2597c6d-8286-457a-9d62-6243f260af40,https://data.riksdagen.se/filarkiv/bilder/ledamot/f2597c6d-8286-457a-9d62-6243f260af40_80.jpg
Niklas,Sigvardsson,S,Jönköpings län,Tjänstgörande riksdagsledamot,1991,man,,https://data.riksdagen.se/person/1bd865a4-5123-43ed-9f82-18ded584c0f1,https://data.riksdagen.se/filarkiv/bilder/ledamot/1bd865a4-5123-43ed-9f82-18ded584c0f1_80.jpg
Joakim,Sandell,S,Malmö kommun,Tjänstgörande riksdagsledamot,1975,man,,https://data.riksdagen.se/person/4a486ea1-d97c-4393-9ada-2639140cfd46,https://data.riksdagen.se/filarkiv/bilder/ledamot/4a486ea1-d97c-4393-9ada-2639140cfd46_80.jpg
Patrik,Lundqvist,S,Gävleborgs län,Tjänstgörande riksdagsledamot,1984,man,,https://data.riksdagen.se/person/41f3a07f-57ba-4d0c-b737-e05aa04ec023,https://data.riksdagen.se/filarkiv/bilder/ledamot/41f3a07f-57ba-4d0c-b737-e05aa04ec023_80.jpg
Sofia,Skönnbrink,S,Värmlands län,Tjänstgörande riksdagsledamot,1991,kvinna,,https://data.riksdagen.se/person/61011e4f-56d9-4eba-8071-3831cd36137b,https://data.riksdagen.se/filarkiv/bilder/ledamot/61011e4f-56d9-4eba-8071-3831cd36137b_80.jpg
Aida,Birinxhiku,S,Hallands län,Tjänstgörande riksdagsledamot,1999,kvinna,,https://data.riksdagen.se/person/17eb4f01-2fcf-42ab-a19d-659b568cf1bb,https://data.riksdagen.se/filarkiv/bilder/ledamot/17eb4f01-2fcf-42ab-a19d-659b568cf1bb_80.jpg
Adrian,Magnusson,S,Skåne läns södra,Tjänstgörande riksdagsledamot,1994,man,,https://data.riksdagen.se/person/c4654ce3-db1d-4106-976f-3cd2fdcc5767,https://data.riksdagen.se/filarkiv/bilder/ledamot/c4654ce3-db1d-4106-976f-3cd2fdcc5767_80.jpg
Adam,Reuterskiöld,M,Stockholms län,Tjänstgörande riksdagsledamot,1966,man,,https://data.riksdagen.se/person/cbde60e5-7333-4e7c-8582-2dba9808983e,https://data.riksdagen.se/filarkiv/bilder/ledamot/cbde60e5-7333-4e7c-8582-2dba9808983e_80.jpg
Cecilia,Gustafsson,M,Västra Götalands läns norra,Tjänstgörande riksdagsledamot,1972,kvinna,,https://data.riksdagen.se/person/f36e1e31-89a1-40e8-97aa-c3d7e2879140,https://data.riksdagen.se/filarkiv/bilder/ledamot/f36e1e31-89a1-40e8-97aa-c3d7e2879140_80.jpg
Ludvig,Ceimertz,M,Skåne läns norra och östra,Tjänstgörande statsrådsersättare,1991,man,,https://data.riksdagen.se/person/46cf8e0e-b6f9-4f6e-a936-1f234e64d06e,https://data.riksdagen.se/filarkiv/bilder/ledamot/46cf8e0e-b6f9-4f6e-a936-1f234e64d06e_80.jpg
Peter,Hultqvist,S,Dalarnas län,Tjänstgörande riksdagsledamot,1958,man,,https://data.riksdagen.se/person/8fdcd2db-91db-4cba-ae0c-258061f5ed59,https://data.riksdagen.se/filarkiv/bilder/ledamot/8fdcd2db-91db-4cba-ae0c-258061f5ed59_80.jpg
Matheus,Enholm,SD,Västra Götalands läns norra,Tjänstgörande riksdagsledamot,1979,man,,https://data.riksdagen.se/person/8c4af927-7bb6-4012-9b46-12adb641f556,https://data.riksdagen.se/filarkiv/bilder/ledamot/8c4af927-7bb6-4012-9b46-12adb641f556_80.jpg
Lena,Johansson,S,Västmanlands län,Tjänstgörande riksdagsledamot,1969,kvinna,,https://data.riksdagen.se/person/266eead2-8511-44a9-90e2-ebd76d779ba7,https://data.riksdagen.se/filarkiv/bilder/ledamot/266eead2-8511-44a9-90e2-ebd76d779ba7_80.jpg
Jörgen,Berglund,M,Västernorrlands län,Tjänstgörande riksdagsledamot,1974,man,,https://data.riksdagen.se/person/fe6f437b-729a-4943-8e41-f43d39a5605f,https://data.riksdagen.se/filarkiv/bilder/ledamot/fe6f437b-729a-4943-8e41-f43d39a5605f_80.jpg
Alexandra,Völker,S,Stockholms län,Tjänstgörande riksdagsledamot,1989,kvinna,,https://data.riksdagen.se/person/f96150c2-6e1c-4e3f-bc7f-2503f3cc9ede,https://data.riksdagen.se/filarkiv/bilder/ledamot/f96150c2-6e1c-4e3f-bc7f-2503f3cc9ede_80.jpg
Olle,Thorell,S,Västmanlands län,Tjänstgörande riksdagsledamot,1967,man,,https://data.riksdagen.se/person/6d1640b5-12e6-41a3-82a2-a3e91c172cda,https://data.riksdagen.se/filarkiv/bilder/ledamot/6d1640b5-12e6-41a3-82a2-a3e91c172cda_80.jpg
Margareta,Cederfelt,M,Stockholms kommun,Tjänstgörande riksdagsledamot,1959,kvinna,,https://data.riksdagen.se/person/d7c329da-83e4-11d4-ae60-0050040c9b55,https://data.riksdagen.se/filarkiv/bilder/ledamot/d7c329da-83e4-11d4-ae60-0050040c9b55_80.jpg
Mikael,Larsson,C,Västra Götalands läns södra,Tjänstgörande riksdagsledamot,1989,man,,https://data.riksdagen.se/person/39797ca4-c136-41c6-bf6b-feb256dee6b3,https://data.riksdagen.se/filarkiv/bilder/ledamot/39797ca4-c136-41c6-bf6b-feb256dee6b3_80.jpg
Ann-Sofie,Alm,M,Västra Götalands läns norra,Tjänstgörande riksdagsledamot,1971,kvinna,,https://data.riksdagen.se/person/f91f6a86-591c-449c-b3dd-1fdaa86338cd,https://data.riksdagen.se/filarkiv/bilder/ledamot/f91f6a86-591c-449c-b3dd-1fdaa86338cd_80.jpg
Yasmine,Eriksson,SD,Västra Götalands läns västra,Tjänstgörande riksdagsledamot,1989,kvinna,,https://data.riksdagen.se/person/ae22d593-d382-40dc-918c-df30916b6d9e,https://data.riksdagen.se/filarkiv/bilder/ledamot/ae22d593-d382-40dc-918c-df30916b6d9e_80.jpg
Johan,Andersson,S,Östergötlands län,Tjänstgörande riksdagsledamot,1961,man,,https://data.riksdagen.se/person/fff74c6c-fae3-4977-a472-cfe2b6ae257a,https://data.riksdagen.se/filarkiv/bilder/ledamot/fff74c6c-fae3-4977-a472-cfe2b6ae257a_80.jpg
Linnéa,Wickman,S,Gävleborgs län,Tjänstgörande riksdagsledamot,1992,kvinna,,https://data.riksdagen.se/person/234d4dfe-48a4-44d3-8ff0-323454d8cc68,https://data.riksdagen.se/filarkiv/bilder/ledamot/234d4dfe-48a4-44d3-8ff0-323454d8cc68_80.jpg
Hanna,Westerén,S,Gotlands län,Tjänstgörande riksdagsledamot,1981,kvinna,,https://data.riksdagen.se/person/ed3399e1-7bce-4ea4-baf6-587f722710f5,https://data.riksdagen.se/filarkiv/bilder/ledamot/ed3399e1-7bce-4ea4-baf6-587f722710f5_80.jpg
Alexandra,Anstrell,M,Stockholms län,Tjänstgörande riksdagsledamot,1974,kvinna,,https://data.riksdagen.se/person/8310e472-996b-4c8a-bce5-4d09fb20a66a,https://data.riksdagen.se/filarkiv/bilder/ledamot/8310e472-996b-4c8a-bce5-4d09fb20a66a_80.jpg
Annika,Strandhäll,S,Stockholms kommun,Tjänstgörande riksdagsledamot,1975,kvinna,,https://data.riksdagen.se/person/83b5647b-ccf4-4398-aefb-6d93152f951b,https://data.riksdagen.se/filarkiv/bilder/ledamot/83b5647b-ccf4-4398-aefb-6d93152f951b_80.jpg
Gulan,Avci,L,Stockholms län,Tjänstgörande riksdagsledamot,1977,kvinna,,https://data.riksdagen.se/person/9d13985d-9d6c-4cba-8492-1155d94fbe69,https://data.riksdagen.se/filarkiv/bilder/ledamot/9d13985d-9d6c-4cba-8492-1155d94fbe69_80.jpg
Erik,Ezelius,S,Västra Götalands läns östra,Tjänstgörande riksdagsledamot,1986,man,,https://data.riksdagen.se/person/45bd9e8b-22f0-4cb7-9cfe-b40847e9715f,https://data.riksdagen.se/filarkiv/bilder/ledamot/45bd9e8b-22f0-4cb7-9cfe-b40847e9715f_80.jpg
Stefan,Olsson,M,Uppsala län,Tjänstgörande riksdagsledamot,1968,man,,https://data.riksdagen.se/person/7aa3686d-39b7-4b72-9790-1ec8f7541b0d,https://data.riksdagen.se/filarkiv/bilder/ledamot/7aa3686d-39b7-4b72-9790-1ec8f7541b0d_80.jpg
Håkan,Svenneling,V,Värmlands län,Tjänstgörande riksdagsledamot,1985,man,,https://data.riksdagen.se/person/de1f77c9-338c-4547-a223-9898cd8ed084,https://data.riksdagen.se/filarkiv/bilder/ledamot/de1f77c9-338c-4547-a223-9898cd8ed084_80.jpg
Magnus,Berntsson,KD,Göteborgs kommun,Tjänstgörande riksdagsledamot,1973,man,,https://data.riksdagen.se/person/03e05e1c-c782-4df7-b206-dc79027702cd,https://data.riksdagen.se/filarkiv/bilder/ledamot/03e05e1c-c782-4df7-b206-dc79027702cd_80.jpg
Kerstin,Lundgren,C,Stockholms län,Tredje vice talman (tjänstgörande riksdagsledamot),1955,kvinna,,https://data.riksdagen.se/person/4a514760-f0a7-47a7-8a51-91bd46693df7,https://data.riksdagen.se/filarkiv/bilder/ledamot/4a514760-f0a7-47a7-8a51-91bd46693df7_80.jpg
Jacob,Risberg,MP,Uppsala län,Tjänstgörande riksdagsledamot,1972,man,,https://data.riksdagen.se/person/03ba2d14-85d1-4f21-95e2-39e5e93aa2f9,https://data.riksdagen.se/filarkiv/bilder/ledamot/03ba2d14-85d1-4f21-95e2-39e5e93aa2f9_80.jpg
Gustaf,Göthberg,M,Göteborgs kommun,Tjänstgörande riksdagsledamot,1993,man,,https://data.riksdagen.se/person/8809a02f-3918-49da-8228-3894a61bc72e,https://data.riksdagen.se/filarkiv/bilder/ledamot/8809a02f-3918-49da-8228-3894a61bc72e_80.jpg
Fredrik,Ahlstedt,M,Uppsala län,Tjänstgörande riksdagsledamot,1968,man,,https://data.riksdagen.se/person/8403346f-0f0c-4d48-bbd0-f6b43b368873,https://data.riksdagen.se/filarkiv/bilder/ledamot/8403346f-0f0c-4d48-bbd0-f6b43b368873_80.jpg
Helene,Odenjung,L,Göteborgs kommun,Tjänstgörande riksdagsledamot,1965,kvinna,,https://data.riksdagen.se/person/899cbe09-46ce-4e89-b19c-729d4bb2ee51,https://data.riksdagen.se/filarkiv/bilder/ledamot/899cbe09-46ce-4e89-b19c-729d4bb2ee51_80.jpg
Åsa,Westlund,S,Stockholms län,Tjänstgörande riksdagsledamot,1976,kvinna,,https://data.riksdagen.se/person/73281fee-b276-4150-8cf0-fd3368b3c5c6,https://data.riksdagen.se/filarkiv/bilder/ledamot/73281fee-b276-4150-8cf0-fd3368b3c5c6_80.jpg
Daniel,Riazat,-,Stockholms län,Tjänstgörande riksdagsledamot,1991,man,,https://data.riksdagen.se/person/b00db2a8-378a-440c-982e-af62d234ed95,https://data.riksdagen.se/filarkiv/bilder/ledamot/b00db2a8-378a-440c-982e-af62d234ed95_80.jpg
Hanna,Gunnarsson,V,Skåne läns södra,Tjänstgörande riksdagsledamot,1983,kvinna,,https://data.riksdagen.se/person/8880da78-8ec1-41f7-96c7-f007375352ac,https://data.riksdagen.se/filarkiv/bilder/ledamot/8880da78-8ec1-41f7-96c7-f007375352ac_80.jpg
Birger,Lahti,V,Norrbottens län,Tjänstgörande riksdagsledamot,1964,man,,https://data.riksdagen.se/person/a2c4e9f3-6d4a-4994-9351-66ce4c752905,https://data.riksdagen.se/filarkiv/bilder/ledamot/a2c4e9f3-6d4a-4994-9351-66ce4c752905_80.jpg
